Distance_Soln#6 (cm),Pressure_Soln#6_Run#1 (atm),Mass_density_Soln#6_Run#1 (g/cm3),Axial_velocity_Soln#6_Run#1 (cm/sec),Cross-section_area_Soln#6_Run#1 (cm2),Net_heat_production_from_gas-phase_reactions_Soln#6_Run#1 (erg/cm3-sec),EICO_Soln#6_Run#1 (g-CO/kg-fuel),Unburned_fuel_fraction_Soln#6_Run#1 (),Temperature_Soln#6_Run#1 (K),Mass_fraction_h_Soln#6_Run#1 (),Mass_fraction_h2_Soln#6_Run#1 (),Mass_fraction_o_Soln#6_Run#1 (),Mass_fraction_o2_Soln#6_Run#1 (),Mass_fraction_oh_Soln#6_Run#1 (),Mass_fraction_h2o_Soln#6_Run#1 (),Mass_fraction_n2_Soln#6_Run#1 (),Mass_fraction_ho2_Soln#6_Run#1 (),Mass_fraction_h2o2_Soln#6_Run#1 (),Mass_fraction_co_Soln#6_Run#1 (),Mass_fraction_co2_Soln#6_Run#1 (),Mass_fraction_ch2o_Soln#6_Run#1 (),Mass_fraction_hco_Soln#6_Run#1 (),Mass_fraction_ch3oh_Soln#6_Run#1 (),Mass_fraction_ch2oh_Soln#6_Run#1 (),Mass_fraction_ch3o_Soln#6_Run#1 (),Mass_fraction_ch3o2_Soln#6_Run#1 (),Mass_fraction_ch4_Soln#6_Run#1 (),Mass_fraction_ch3_Soln#6_Run#1 (),Mass_fraction_ch2_Soln#6_Run#1 (),Mass_fraction_ch2(s)_Soln#6_Run#1 (),Mass_fraction_c2h6_Soln#6_Run#1 (),Mass_fraction_c2h5o2_Soln#6_Run#1 (),Mass_fraction_c2h5_Soln#6_Run#1 (),Mass_fraction_c2h4_Soln#6_Run#1 (),Mass_fraction_c2h3_Soln#6_Run#1 (),Mass_fraction_c2h2_Soln#6_Run#1 (),Mass_fraction_ch2cho_Soln#6_Run#1 (),Mass_fraction_ch2co_Soln#6_Run#1 (),Mass_fraction_hcco_Soln#6_Run#1 (),Mass_fraction_nc3h7_Soln#6_Run#1 (),Mass_fraction_c3h6_Soln#6_Run#1 (),Mass_fraction_c3h5-a_Soln#6_Run#1 (),Mass_fraction_c3h5o_Soln#6_Run#1 (),Mass_fraction_c3h4-a_Soln#6_Run#1 (),Mass_fraction_nc3h7o2_Soln#6_Run#1 (),Mass_fraction_c2h3cho_Soln#6_Run#1 (),Mass_fraction_nc7h16_Soln#6_Run#1 (),Mass_fraction_c7h15_Soln#6_Run#1 (),Mass_fraction_c7h15o2_Soln#6_Run#1 (),Mass_fraction_c7h14ooh_Soln#6_Run#1 (),Mass_fraction_c7h14_Soln#6_Run#1 (),Mass_fraction_c7h14ooho2_Soln#6_Run#1 (),Mass_fraction_nc7ket_Soln#6_Run#1 (),Mass_fraction_c7h14o_Soln#6_Run#1 (),Mass_fraction_nc3h7cho_Soln#6_Run#1 (),Flow_rate_Soln#6_Run#1 (g/cm2-sec),Molecular_weight_Soln#6_Run#1 (g/mole)
0.1333984,1.0,6.618827E-4,73.2092,1.0,1.13978E8,53.41604,0.9756609,544.8774,2.065116E-8,7.156315E-4,1.16644E-8,0.1963438,4.548247E-7,0.01471959,0.7087701,1.550524E-4,8.084661E-5,0.008523159,0.004204948,3.891388E-4,2.764608E-9,5.409928E-5,2.308372E-10,3.817647E-6,1.508141E-4,2.694924E-4,3.931417E-7,1.917358E-12,7.646295E-14,2.135962E-4,8.700578E-5,3.401633E-9,0.002307048,1.265574E-9,3.223607E-4,2.466866E-5,4.766341E-5,5.936075E-10,7.7488E-10,8.172038E-4,1.889661E-6,1.773429E-7,1.259996E-5,2.96594E-6,3.907099E-5,0.06067136,5.299367E-8,5.409796E-4,3.939595E-8,4.292289E-4,7.339301E-6,2.501686E-5,5.860585E-5,9.808657E-6,0.0484559,29.59361
0.133431,1.0,6.606903E-4,73.34133,1.0,1.152663E8,52.8716,0.9753365,545.8343,2.092867E-8,7.164195E-4,1.184753E-8,0.1962524,4.5985E-7,0.01477003,0.7087378,1.559466E-4,8.108887E-5,0.008558533,0.004227174,3.909005E-4,2.814229E-9,5.438238E-5,2.342634E-10,3.849403E-6,1.516407E-4,2.705074E-4,4.009925E-7,1.965709E-12,7.929275E-14,2.148039E-4,8.793398E-5,3.47237E-9,0.002317241,1.292797E-9,3.23867E-4,2.481961E-5,4.795092E-5,6.064674E-10,7.947346E-10,8.220768E-4,1.914792E-6,1.752152E-7,1.267776E-5,3.000752E-6,3.936854E-5,0.06065119,5.397783E-8,5.451469E-4,4.052357E-8,4.34143E-4,7.395948E-6,2.534068E-5,5.931833E-5,9.893861E-6,0.0484559,29.59217
0.1334635,1.0,6.594991E-4,73.47381,1.0,1.165729E8,52.3348,0.9750091,546.7936,2.120974E-8,7.172075E-4,1.203367E-8,0.1961609,4.649411E-7,0.01482057,0.7087056,1.568455E-4,8.13312E-5,0.008594013,0.004249488,3.926668E-4,2.864763E-9,5.466657E-5,2.377405E-10,3.881377E-6,1.524697E-4,2.71525E-4,4.090257E-7,2.015322E-12,8.223295E-14,2.160169E-4,8.887027E-5,3.544826E-9,0.002327466,1.320584E-9,3.253784E-4,2.497129E-5,4.823978E-5,6.196243E-10,8.150948E-10,8.269724E-4,1.940251E-6,1.731038E-7,1.275593E-5,3.035884E-6,3.966773E-5,0.06063083,5.498582E-8,5.493343E-4,4.16815E-8,4.391063E-4,7.452236E-6,2.566798E-5,6.003843E-5,9.97969E-6,0.0484559,29.59073
0.1334961,1.0,6.583089E-4,73.60663,1.0,1.178981E8,51.80548,0.9746785,547.7554,2.149442E-8,7.179956E-4,1.222287E-8,0.196069,4.700992E-7,0.0148712,0.7086733,1.577491E-4,8.15736E-5,0.008629597,0.004271891,3.944375E-4,2.916229E-9,5.495184E-5,2.412691E-10,3.913571E-6,1.533012E-4,2.725452E-4,4.172461E-7,2.066231E-12,8.528808E-14,2.172351E-4,8.981467E-5,3.619052E-9,0.002337723,1.348947E-9,3.26895E-4,2.512373E-5,4.853E-5,6.330855E-10,8.359739E-10,8.318908E-4,1.96604E-6,1.710092E-7,1.283449E-5,3.07134E-6,3.996856E-5,0.06061027,5.601847E-8,5.535416E-4,4.287049E-8,4.441192E-4,7.508143E-6,2.599876E-5,6.076624E-5,1.006615E-5,0.0484559,29.58929
0.1335286,1.0,6.5712E-4,73.73982,1.0,1.192422E8,51.28351,0.9743448,548.7197,2.178276E-8,7.187838E-4,1.241517E-8,0.1959769,4.753254E-7,0.01492194,0.708641,1.586573E-4,8.181606E-5,0.008665287,0.004294384,3.962128E-4,2.968647E-9,5.523821E-5,2.448502E-10,3.945985E-6,1.54135E-4,2.735681E-4,4.256585E-7,2.118472E-12,8.846286E-14,2.184587E-4,9.076726E-5,3.695101E-9,0.002348012,1.377898E-9,3.284166E-4,2.52769E-5,4.882157E-5,6.468586E-10,8.57385E-10,8.36832E-4,1.992165E-6,1.68932E-7,1.291342E-5,3.107121E-6,4.027104E-5,0.06058952,5.707665E-8,5.577687E-4,4.409128E-8,4.491822E-4,7.563648E-6,2.633306E-5,6.150181E-5,1.015323E-5,0.0484559,29.58784
0.1335612,1.0,6.559322E-4,73.87335,1.0,1.206056E8,50.76874,0.9740078,549.6864,2.20748E-8,7.19572E-4,1.261064E-8,0.1958846,4.806208E-7,0.01497278,0.7086087,1.595702E-4,8.205857E-5,0.008701082,0.004316967,3.979926E-4,3.022035E-9,5.552568E-5,2.484847E-10,3.97862E-6,1.549713E-4,2.745935E-4,4.342678E-7,2.172081E-12,9.176221E-14,2.196876E-4,9.172806E-5,3.773031E-9,0.002358333,1.40745E-9,3.299434E-4,2.543083E-5,4.911451E-5,6.609514E-10,8.793421E-10,8.41796E-4,2.01863E-6,1.668724E-7,1.299274E-5,3.143228E-6,4.057518E-5,0.06056857,5.816127E-8,5.620156E-4,4.534468E-8,4.542958E-4,7.618728E-6,2.667088E-5,6.224521E-5,1.024096E-5,0.0484559,29.58639
0.1335938,1.0,6.547455E-4,74.00723,1.0,1.219885E8,50.26103,0.9736677,550.6555,2.237059E-8,7.203603E-4,1.280933E-8,0.195792,4.859868E-7,0.01502372,0.7085764,1.604879E-4,8.230114E-5,0.008736983,0.004339639,3.99777E-4,3.076415E-9,5.581424E-5,2.521733E-10,4.011479E-6,1.5581E-4,2.756215E-4,4.43079E-7,2.227097E-12,9.519127E-14,2.209218E-4,9.269714E-5,3.852898E-9,0.002368687,1.437617E-9,3.314754E-4,2.558551E-5,4.940881E-5,6.753718E-10,9.018593E-10,8.467829E-4,2.045438E-6,1.64831E-7,1.307244E-5,3.179663E-6,4.088097E-5,0.06054741,5.927326E-8,5.662822E-4,4.663146E-8,4.594602E-4,7.673361E-6,2.701225E-5,6.299652E-5,1.032932E-5,0.0484559,29.58494
0.1336263,1.0,6.535601E-4,74.14147,1.0,1.233914E8,49.76026,0.9733242,551.6271,2.267018E-8,7.211487E-4,1.30113E-8,0.1956991,4.914243E-7,0.01507476,0.708544,1.614103E-4,8.254376E-5,0.008772989,0.004362401,4.015658E-4,3.131807E-9,5.61039E-5,2.559171E-10,4.044561E-6,1.566509E-4,2.766521E-4,4.520974E-7,2.283558E-12,9.875539E-14,2.221614E-4,9.367454E-5,3.934763E-9,0.002379074,1.468412E-9,3.330125E-4,2.574094E-5,4.970448E-5,6.901281E-10,9.249512E-10,8.517928E-4,2.072595E-6,1.628081E-7,1.315252E-5,3.216428E-6,4.118842E-5,0.06052606,6.041362E-8,5.705683E-4,4.795244E-8,4.646759E-4,7.727525E-6,2.735719E-5,6.375581E-5,1.041832E-5,0.0484559,29.58348
0.1336589,1.0,6.523758E-4,74.27606,1.0,1.248145E8,49.2663,0.9729776,552.6012,2.297363E-8,7.219372E-4,1.32166E-8,0.195606,4.969348E-7,0.01512589,0.7085117,1.623374E-4,8.278642E-5,0.008809101,0.004385253,4.033592E-4,3.188233E-9,5.639466E-5,2.59717E-10,4.077867E-6,1.574943E-4,2.776853E-4,4.613281E-7,2.341503E-12,1.024602E-13,2.234063E-4,9.466031E-5,4.018689E-9,0.002389492,1.499849E-9,3.345547E-4,2.589713E-5,5.000153E-5,7.052285E-10,9.486326E-10,8.568257E-4,2.100104E-6,1.608042E-7,1.323298E-5,3.253523E-6,4.149752E-5,0.0605045,6.158339E-8,5.74874E-4,4.930845E-8,4.699434E-4,7.781197E-6,2.770572E-5,6.452314E-5,1.050797E-5,0.0484559,29.58202
0.1336914,1.0,6.511928E-4,74.411,1.0,1.262583E8,48.77901,0.9726276,553.5777,2.328097E-8,7.227257E-4,1.342528E-8,0.1955126,5.025194E-7,0.01517713,0.7084793,1.632693E-4,8.302912E-5,0.008845319,0.004408196,4.05157E-4,3.245713E-9,5.668653E-5,2.635738E-10,4.111399E-6,1.583399E-4,2.787211E-4,4.707766E-7,2.400975E-12,1.063114E-13,2.246567E-4,9.565449E-5,4.104742E-9,0.002399943,1.531942E-9,3.361021E-4,2.605408E-5,5.029995E-5,7.206818E-10,9.729191E-10,8.618817E-4,2.12797E-6,1.588196E-7,1.331383E-5,3.290951E-6,4.18083E-5,0.06048274,6.278366E-8,5.79199E-4,5.070034E-8,4.752631E-4,7.834354E-6,2.805786E-5,6.52986E-5,1.059827E-5,0.0484559,29.58055
0.133724,1.0,6.50011E-4,74.54629,1.0,1.277231E8,48.29828,0.9722744,554.5566,2.359227E-8,7.235143E-4,1.363742E-8,0.195419,5.081794E-7,0.01522846,0.7084469,1.642061E-4,8.327185E-5,0.008881642,0.004431229,4.069593E-4,3.30427E-9,5.69795E-5,2.674885E-10,4.145158E-6,1.591878E-4,2.797596E-4,4.804485E-7,2.462015E-12,1.103151E-13,2.259124E-4,9.665714E-5,4.192989E-9,0.002410427,1.564707E-9,3.376547E-4,2.621179E-5,5.059976E-5,7.364968E-10,9.978265E-10,8.669609E-4,2.156198E-6,1.568546E-7,1.339507E-5,3.328713E-6,4.212074E-5,0.06046077,6.401557E-8,5.835432E-4,5.212896E-8,4.806354E-4,7.886974E-6,2.841361E-5,6.608224E-5,1.068923E-5,0.0484559,29.57908
0.1337565,1.0,6.488303E-4,74.68194,1.0,1.292092E8,47.82398,0.9719177,555.538,2.390757E-8,7.24303E-4,1.385306E-8,0.1953251,5.139161E-7,0.0152799,0.7084145,1.651476E-4,8.351462E-5,0.008918072,0.004454353,4.087661E-4,3.363927E-9,5.727357E-5,2.714622E-10,4.179144E-6,1.60038E-4,2.808006E-4,4.903494E-7,2.524666E-12,1.144777E-13,2.271735E-4,9.766831E-5,4.283502E-9,0.002420943,1.598156E-9,3.392124E-4,2.637026E-5,5.090095E-5,7.526824E-10,1.023371E-9,8.720634E-4,2.184791E-6,1.549096E-7,1.347669E-5,3.366811E-6,4.243484E-5,0.0604386,6.52803E-8,5.879066E-4,5.359521E-8,4.860607E-4,7.939032E-6,2.877301E-5,6.687414E-5,1.078084E-5,0.0484559,29.57761
0.1337891,1.0,6.476509E-4,74.81793,1.0,1.307171E8,47.35601,0.9715578,556.5219,2.422694E-8,7.250918E-4,1.407227E-8,0.195231,5.197308E-7,0.01533143,0.7083821,1.66094E-4,8.375742E-5,0.008954608,0.004477567,4.105773E-4,3.424707E-9,5.756876E-5,2.754957E-10,4.213359E-6,1.608905E-4,2.818443E-4,5.004852E-7,2.588974E-12,1.188057E-13,2.284401E-4,9.868804E-5,4.376354E-9,0.002431492,1.632308E-9,3.407754E-4,2.65295E-5,5.120354E-5,7.692481E-10,1.049569E-9,8.771891E-4,2.213754E-6,1.529847E-7,1.35587E-5,3.405245E-6,4.275063E-5,0.06041621,6.657912E-8,5.92289E-4,5.509998E-8,4.915395E-4,7.990506E-6,2.913607E-5,6.767438E-5,1.087311E-5,0.0484559,29.57613
0.1338216,1.0,6.464728E-4,74.95428,1.0,1.322471E8,46.89423,0.9711944,557.5082,2.455041E-8,7.258806E-4,1.42951E-8,0.1951366,5.256249E-7,0.01538307,0.7083496,1.670452E-4,8.400024E-5,0.00899125,0.004500873,4.12393E-4,3.486635E-9,5.786505E-5,2.795901E-10,4.247804E-6,1.617451E-4,2.828905E-4,5.108619E-7,2.654985E-12,1.23306E-13,2.29712E-4,9.971638E-5,4.471622E-9,0.002442074,1.667176E-9,3.423435E-4,2.668952E-5,5.150751E-5,7.862033E-10,1.076439E-9,8.823382E-4,2.243092E-6,1.510804E-7,1.364111E-5,3.444017E-6,4.306808E-5,0.06039362,6.791333E-8,5.966904E-4,5.664419E-8,4.970722E-4,8.041372E-6,2.950279E-5,6.848302E-5,1.096604E-5,0.0484559,29.57465
0.1338542,1.0,6.452959E-4,75.09099,1.0,1.337996E8,46.43855,0.9708277,558.4969,2.487805E-8,7.266695E-4,1.452163E-8,0.195042,5.315997E-7,0.0154348,0.7083172,1.680014E-4,8.424308E-5,0.009027998,0.00452427,4.142131E-4,3.549733E-9,5.816246E-5,2.837464E-10,4.282479E-6,1.626019E-4,2.839394E-4,5.214855E-7,2.722746E-12,1.279858E-13,2.309895E-4,1.007534E-4,4.569386E-9,0.002452688,1.702777E-9,3.439168E-4,2.68503E-5,5.181289E-5,8.03558E-10,1.103997E-9,8.875107E-4,2.27281E-6,1.491968E-7,1.37239E-5,3.483129E-6,4.338721E-5,0.06037081,6.92843E-8,6.011105E-4,5.822877E-8,5.026592E-4,8.091606E-6,2.987321E-5,6.930015E-5,1.105965E-5,0.0484559,29.57316
0.1338867,1.0,6.441202E-4,75.22805,1.0,1.353751E8,45.98885,0.9704575,559.4881,2.520991E-8,7.274584E-4,1.475192E-8,0.1949471,5.376566E-7,0.01548663,0.7082847,1.689624E-4,8.448593E-5,0.009064853,0.004547759,4.160377E-4,3.614029E-9,5.846098E-5,2.879657E-10,4.317385E-6,1.634609E-4,2.849909E-4,5.323623E-7,2.792307E-12,1.328525E-13,2.322724E-4,1.017991E-4,4.669731E-9,0.002463335,1.739128E-9,3.454954E-4,2.701186E-5,5.211966E-5,8.21322E-10,1.132262E-9,8.927068E-4,2.302911E-6,1.473341E-7,1.380709E-5,3.522582E-6,4.370803E-5,0.06034779,7.069348E-8,6.055492E-4,5.985468E-8,5.08301E-4,8.141185E-6,3.024733E-5,7.012583E-5,1.115392E-5,0.0484559,29.57167
0.1339193,1.0,6.429458E-4,75.36546,1.0,1.369738E8,45.54503,0.9700839,560.4818,2.554605E-8,7.282475E-4,1.498602E-8,0.1948519,5.43797E-7,0.01553856,0.7082523,1.699284E-4,8.47288E-5,0.009101814,0.004571339,4.178666E-4,3.679546E-9,5.876062E-5,2.92249E-10,4.352524E-6,1.64322E-4,2.86045E-4,5.434987E-7,2.863717E-12,1.379139E-13,2.335607E-4,1.028536E-4,4.772744E-9,0.002474014,1.776246E-9,3.470791E-4,2.71742E-5,5.242784E-5,8.395057E-10,1.161253E-9,8.979263E-4,2.333402E-6,1.454926E-7,1.389067E-5,3.562378E-6,4.403052E-5,0.06032456,7.214239E-8,6.100065E-4,6.152291E-8,5.139981E-4,8.190085E-6,3.062517E-5,7.096014E-5,1.124887E-5,0.0484559,29.57018
0.1339518,1.0,6.417727E-4,75.50322,1.0,1.385962E8,45.10697,0.9697068,561.4779,2.588652E-8,7.290366E-4,1.522401E-8,0.1947565,5.500225E-7,0.01559059,0.7082198,1.708993E-4,8.497167E-5,0.009138882,0.004595011,4.197E-4,3.746311E-9,5.906138E-5,2.965974E-10,4.387897E-6,1.651853E-4,2.871018E-4,5.549012E-7,2.937028E-12,1.431783E-13,2.348546E-4,1.039168E-4,4.878515E-9,0.002484726,1.814148E-9,3.486681E-4,2.733732E-5,5.273744E-5,8.581197E-10,1.190989E-9,9.031695E-4,2.364286E-6,1.436724E-7,1.397464E-5,3.602517E-6,4.43547E-5,0.06030111,7.363261E-8,6.144821E-4,6.323443E-8,5.197508E-4,8.238281E-6,3.100674E-5,7.180316E-5,1.13445E-5,0.0484559,29.56868
0.1339844,1.0,6.406009E-4,75.64134,1.0,1.402428E8,44.67459,0.9693262,562.4764,2.623138E-8,7.298257E-4,1.546596E-8,0.1946609,5.563343E-7,0.01564272,0.7081873,1.718752E-4,8.521454E-5,0.009176057,0.004618775,4.215378E-4,3.814352E-9,5.936325E-5,3.01012E-10,4.423503E-6,1.660506E-4,2.881611E-4,5.665765E-7,3.012295E-12,1.48654E-13,2.361539E-4,1.04989E-4,4.987141E-9,0.002495472,1.852852E-9,3.502623E-4,2.750123E-5,5.304844E-5,8.771749E-10,1.22149E-9,9.084364E-4,2.395569E-6,1.418737E-7,1.405901E-5,3.643001E-6,4.468057E-5,0.06027744,7.516583E-8,6.189759E-4,6.499028E-8,5.255596E-4,8.285749E-6,3.139206E-5,7.265495E-5,1.144082E-5,0.0484559,29.56718
0.1340169,1.0,6.394303E-4,75.77981,1.0,1.41914E8,44.24778,0.968942,563.4774,2.65807E-8,7.306149E-4,1.571193E-8,0.194565,5.62734E-7,0.01569495,0.7081548,1.728561E-4,8.545741E-5,0.009213339,0.004642631,4.2338E-4,3.883695E-9,5.966625E-5,3.054939E-10,4.459345E-6,1.66918E-4,2.892231E-4,5.785315E-7,3.089572E-12,1.5435E-13,2.374588E-4,1.0607E-4,5.098721E-9,0.00250625,1.892376E-9,3.518617E-4,2.766592E-5,5.336087E-5,8.966824E-10,1.252776E-9,9.13727E-4,2.427255E-6,1.400966E-7,1.414378E-5,3.683832E-6,4.500813E-5,0.06025355,7.674381E-8,6.234878E-4,6.679151E-8,5.31425E-4,8.332466E-6,3.178113E-5,7.351561E-5,1.153781E-5,0.0484559,29.56568
0.1340495,1.0,6.382611E-4,75.91863,1.0,1.436103E8,43.82645,0.9685543,564.4809,2.693452E-8,7.314042E-4,1.596199E-8,0.1944688,5.692232E-7,0.01574728,0.7081223,1.738421E-4,8.570028E-5,0.009250728,0.00466658,4.252266E-4,3.954369E-9,5.997037E-5,3.100444E-10,4.495423E-6,1.677874E-4,2.902877E-4,5.907733E-7,3.168915E-12,1.602756E-13,2.387692E-4,1.0716E-4,5.213358E-9,0.002517061,1.93274E-9,3.534664E-4,2.78314E-5,5.367471E-5,9.166535E-10,1.284869E-9,9.190415E-4,2.45935E-6,1.383413E-7,1.422894E-5,3.72501E-6,4.533738E-5,0.06022944,7.836843E-8,6.280175E-4,6.863922E-8,5.373474E-4,8.378408E-6,3.217397E-5,7.438519E-5,1.163551E-5,0.0484559,29.56417
0.1341146,1.0,6.359265E-4,76.19734,1.0,1.470774E8,42.99987,0.9677682,566.4951,2.765587E-8,7.32983E-4,1.64746E-8,0.1942757,5.824744E-7,0.01585222,0.7080572,1.75829E-4,8.618597E-5,0.009325826,0.004714755,4.289328E-4,4.099792E-9,6.058198E-5,3.193541E-10,4.568291E-6,1.695321E-4,2.924247E-4,6.161378E-7,3.333974E-12,1.728443E-13,2.414067E-4,1.09367E-4,5.452127E-9,0.002538781,2.01604E-9,3.566915E-4,2.816474E-5,5.430667E-5,9.580212E-10,1.351539E-9,9.29742E-4,2.524778E-6,1.348959E-7,1.440047E-5,3.808411E-6,4.600096E-5,0.06018056,8.17635E-8,6.371302E-4,7.247777E-8,5.493645E-4,8.467892E-6,3.297098E-5,7.615137E-5,1.183297E-5,0.0484559,29.56114
0.1341471,1.0,6.347612E-4,76.33722,1.0,1.488509E8,42.59444,0.9673697,567.5058,2.802359E-8,7.337725E-4,1.673737E-8,0.1941788,5.892411E-7,0.01590485,0.7080247,1.768301E-4,8.642879E-5,0.009363536,0.004738982,4.307925E-4,4.174627E-9,6.088948E-5,3.241168E-10,4.605082E-6,1.704074E-4,2.934972E-4,6.292826E-7,3.419869E-12,1.795163E-13,2.427337E-4,1.104841E-4,5.576592E-9,0.002549691,2.059036E-9,3.58312E-4,2.833261E-5,5.46248E-5,9.79454E-10,1.386179E-9,9.351281E-4,2.558126E-6,1.33206E-7,1.448683E-5,3.850637E-6,4.633529E-5,0.06015578,8.353943E-8,6.417126E-4,7.447111E-8,5.554602E-4,8.51137E-6,3.337516E-5,7.704813E-5,1.193275E-5,0.0484559,29.55962
0.1341797,1.0,6.335972E-4,76.47746,1.0,1.50651E8,42.19411,0.9669676,568.519,2.839606E-8,7.34562E-4,1.700452E-8,0.1940816,5.961036E-7,0.01595757,0.7079922,1.778363E-4,8.667159E-5,0.009401354,0.004763301,4.326564E-4,4.25091E-9,6.119811E-5,3.289527E-10,4.642113E-6,1.712846E-4,2.945723E-4,6.427438E-7,3.508076E-12,1.86458E-13,2.440664E-4,1.116104E-4,5.704575E-9,0.002560634,2.10295E-9,3.599377E-4,2.850127E-5,5.494437E-5,1.001399E-9,1.421717E-9,9.405384E-4,2.591903E-6,1.315381E-7,1.45736E-5,3.893215E-6,4.667132E-5,0.06013077,8.537013E-8,6.463121E-4,7.651528E-8,5.616148E-4,8.553976E-6,3.378314E-5,7.795414E-5,1.203324E-5,0.0484559,29.55809
0.1342122,1.0,6.324346E-4,76.61805,1.0,1.524783E8,41.7988,0.9665618,569.5347,2.877336E-8,7.353516E-4,1.727613E-8,0.1939841,6.030634E-7,0.01601038,0.7079597,1.788476E-4,8.691435E-5,0.009439279,0.004787715,4.345248E-4,4.328674E-9,6.150787E-5,3.338632E-10,4.679385E-6,1.721636E-4,2.9565E-4,6.565292E-7,3.598658E-12,1.93681E-13,2.454046E-4,1.127458E-4,5.836204E-9,0.00257161,2.147804E-9,3.615687E-4,2.867074E-5,5.526538E-5,1.02387E-9,1.458176E-9,9.459728E-4,2.626113E-6,1.298921E-7,1.466077E-5,3.936146E-6,4.700906E-5,0.06010554,8.725795E-8,6.509286E-4,7.861144E-8,5.678288E-4,8.595685E-6,3.419493E-5,7.886947E-5,1.213443E-5,0.0484559,29.55656
0.1342448,1.0,6.312733E-4,76.759,1.0,1.543332E8,41.40843,0.9661523,570.5528,2.915553E-8,7.361413E-4,1.755228E-8,0.1938865,6.101224E-7,0.0160633,0.7079271,1.798641E-4,8.715709E-5,0.009477312,0.004812222,4.363974E-4,4.407951E-9,6.181877E-5,3.388495E-10,4.716898E-6,1.730445E-4,2.967303E-4,6.706469E-7,3.691685E-12,2.011969E-13,2.467485E-4,1.138905E-4,5.971617E-9,0.002582619,2.193621E-9,3.63205E-4,2.884102E-5,5.558783E-5,1.046879E-9,1.495581E-9,9.514314E-4,2.660763E-6,1.282681E-7,1.474835E-5,3.979432E-6,4.73485E-5,0.06008007,8.920534E-8,6.55562E-4,8.076077E-8,5.741025E-4,8.636473E-6,3.461055E-5,7.97942E-5,1.223635E-5,0.0484559,29.55503
0.1342773,1.0,6.301134E-4,76.9003,1.0,1.562162E8,41.02291,0.9657391,571.5734,2.954266E-8,7.36931E-4,1.783304E-8,0.1937885,6.172822E-7,0.01611631,0.7078946,1.808857E-4,8.739978E-5,0.009515453,0.004836822,4.382743E-4,4.488772E-9,6.21308E-5,3.439129E-10,4.754654E-6,1.739271E-4,2.978133E-4,6.85105E-7,3.787226E-12,2.090181E-13,2.480979E-4,1.150445E-4,6.110955E-9,0.002593661,2.240421E-9,3.648466E-4,2.901211E-5,5.591173E-5,1.070441E-9,1.533958E-9,9.569143E-4,2.695857E-6,1.266661E-7,1.483633E-5,4.023073E-6,4.768965E-5,0.06005438,9.12149E-8,6.60212E-4,8.296449E-8,5.804365E-4,8.676316E-6,3.502999E-5,8.072841E-5,1.233898E-5,0.0484559,29.55349
0.1343099,1.0,6.289548E-4,77.04195,1.0,1.581278E8,40.64216,0.9653221,572.5964,2.993481E-8,7.377208E-4,1.81185E-8,0.1936903,6.245446E-7,0.01616943,0.707862,1.819126E-4,8.764243E-5,0.009553701,0.004861517,4.401556E-4,4.571172E-9,6.244397E-5,3.490547E-10,4.792653E-6,1.748116E-4,2.988989E-4,6.99912E-7,3.885352E-12,2.171575E-13,2.494531E-4,1.162079E-4,6.254365E-9,0.002604737,2.288228E-9,3.664935E-4,2.918401E-5,5.623709E-5,1.094569E-9,1.573335E-9,9.624215E-4,2.731402E-6,1.250859E-7,1.492472E-5,4.067071E-6,4.80325E-5,0.06002845,9.328933E-8,6.648784E-4,8.522381E-8,5.868312E-4,8.71519E-6,3.545327E-5,8.167218E-5,1.244233E-5,0.0484559,29.55195
0.1343424,1.0,6.277976E-4,77.18396,1.0,1.600684E8,40.2661,0.9649013,573.6218,3.033204E-8,7.385106E-4,1.840875E-8,0.1935919,6.319113E-7,0.01622264,0.7078295,1.829447E-4,8.788504E-5,0.009592058,0.004886305,4.420411E-4,4.655184E-9,6.275828E-5,3.542763E-10,4.830896E-6,1.756977E-4,2.999871E-4,7.150765E-7,3.986139E-12,2.256284E-13,2.508138E-4,1.173806E-4,6.402004E-9,0.002615845,2.337066E-9,3.681457E-4,2.935672E-5,5.656391E-5,1.119278E-9,1.613737E-9,9.679531E-4,2.767401E-6,1.235276E-7,1.501352E-5,4.111426E-6,4.837707E-5,0.06000228,9.543146E-8,6.695611E-4,8.754E-8,5.932871E-4,8.753072E-6,3.588038E-5,8.262559E-5,1.25464E-5,0.0484559,29.5504
0.134375,1.0,6.266418E-4,77.32632,1.0,1.620385E8,39.89466,0.9644768,574.6497,3.073443E-8,7.393005E-4,1.870385E-8,0.1934932,6.39384E-7,0.01627595,0.707797,1.83982E-4,8.81276E-5,0.009630522,0.004911188,4.439309E-4,4.740845E-9,6.307374E-5,3.59579E-10,4.869384E-6,1.765855E-4,3.01078E-4,7.306071E-7,4.089662E-12,2.344446E-13,2.521803E-4,1.185628E-4,6.554033E-9,0.002626987,2.386958E-9,3.698032E-4,2.953025E-5,5.689218E-5,1.144583E-9,1.655195E-9,9.735092E-4,2.803862E-6,1.21991E-7,1.510272E-5,4.15614E-6,4.872335E-5,0.05997588,9.764429E-8,6.742597E-4,8.991432E-8,5.998048E-4,8.789937E-6,3.631133E-5,8.358873E-5,1.265121E-5,0.0484559,29.54885
